Date,Year,Village,Block,District,State,Location,Mango (કેરી),Lemon (લીંબુ),Chiku (ચીકુ),Guava (જમરૂખ),Saag (સાગ),Aamala (આમળાં),Mahuda (મહુડો),Neem (લીમડો)
2025-06-10,2025,Malin,Waghai,Dang,Gujarat,"20.7555133,73.5759083",20,1,0,0,0,0,0,0
2025-06-10,2025,Malin,Waghai,Dang,Gujarat,"20.7551,73.57582",30,1,0,0,0,0,0,0
2025-06-23,2025,Malin,Waghai,Dang,Gujarat,"20.7567267,73.57712",20,1,0,0,0,0,0,0
2025-06-10,2025,Malin,Waghai,Dang,Gujarat,"20.7547092,73.5749773",10,1,0,0,0,0,0,0
2025-06-10,2025,Malin,Waghai,Dang,Gujarat,"20.75497,73.5746933",30,1,0,0,0,0,0,0
2025-06-10,2025,Malin,Waghai,Dang,Gujarat,"20.7552133,73.5741317",20,1,0,0,0,0,0,0
2025-06-10,2025,Malin,Waghai,Dang,Gujarat,"20.7560983,73.57735",10,1,0,0,0,0,0,0
2025-06-23,2025,Malin,Waghai,Dang,Gujarat,"20.7536333,73.574255",10,1,0,0,0,0,0,0
2025-06-23,2025,Malin,Waghai,Dang,Gujarat,"20.7561417,73.5759483",10,1,0,0,0,0,0,0
2025-06-10,2025,Malin,Waghai,Dang,Gujarat,"20.7546483,73.576375",30,1,0,0,0,0,0,0
2025-06-10,2025,Malin,Waghai,Dang,Gujarat,"20.7551283,73.5757317",30,1,0,0,0,0,0,0
2025-06-10,2025,Malin,Waghai,Dang,Gujarat,"20.7555333,73.5759217",30,1,0,0,0,0,0,0
2025-06-23,2025,Malin,Waghai,Dang,Gujarat,"20.7557883,73.5771267",10,1,0,0,0,0,0,0
2025-06-10,2025,Malin,Waghai,Dang,Gujarat,"20.75541,73.5742414",30,1,0,0,0,0,0,0
2025-06-23,2025,Malin,Waghai,Dang,Gujarat,"20.7572683,73.578135",10,1,0,0,0,0,0,0
2025-06-23,2025,Malin,Waghai,Dang,Gujarat,"20.7578533,73.5780467",10,1,0,0,0,0,0,0
2025-06-23,2025,Malin,Waghai,Dang,Gujarat,"20.7540517,73.5748533",10,1,0,0,0,0,0,0
2025-06-23,2025,Malin,Waghai,Dang,Gujarat,"20.75668,73.5771583",10,1,0,0,0,0,0,0
2025-06-23,2025,Malin,Waghai,Dang,Gujarat,"20.75659,73.5776417",10,1,0,0,0,0,0,0
2024-07-04,2024,Bhongadiya,Waghai,Dang,Gujarat,"20.9159031,73.5387188",20,1,0,0,0,0,0,0
2024-07-04,2024,Bhongadiya,Waghai,Dang,Gujarat,"20.9158954,73.5387146",30,1,0,0,0,0,0,0
2024-07-04,2024,Bhongadiya,Waghai,Dang,Gujarat,"20.9158896,73.5386965",50,1,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.9148367,73.5410667",30,0,0,0,0,0,0,0
2024-07-04,2024,Bhongadiya,Waghai,Dang,Gujarat,"20.9158977,73.5387114",50,1,0,0,0,0,0,0
2024-07-04,2024,Bhongadiya,Waghai,Dang,Gujarat,"20.9158434,73.5387582",50,1,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.9154705,73.5391644",30,0,0,0,0,0,0,0
2024-07-04,2024,Bhongadiya,Waghai,Dang,Gujarat,"20.9150506,73.5394979",30,1,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.9153883,73.53937",50,0,0,0,0,0,0,0
2024-07-04,2024,Bhongadiya,Waghai,Dang,Gujarat,"20.915877,73.5387586",50,1,0,0,0,0,0,0
2024-07-04,2024,Bhongadiya,Waghai,Dang,Gujarat,"20.915896,73.5387145",30,1,0,0,0,0,0,0
2024-07-04,2024,Bhongadiya,Waghai,Dang,Gujarat,"20.9158928,73.5386907",50,1,0,0,0,0,0,0
2024-07-04,2024,Bhongadiya,Waghai,Dang,Gujarat,"20.9158954,73.5387095",50,1,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.9154523,73.5387999",30,0,0,0,0,0,0,0
2024-07-04,2024,Bhongadiya,Waghai,Dang,Gujarat,"20.9158871,73.5386939",50,1,0,0,0,0,0,0
2024-07-04,2024,Bhongadiya,Waghai,Dang,Gujarat,"20.9159032,73.5387179",50,1,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.9360583,73.5353367",50,0,0,0,0,0,0,0
2024-07-04,2024,Bhongadiya,Waghai,Dang,Gujarat,"20.9159013,73.5387164",30,1,0,0,0,0,0,0
2024-07-04,2024,Bhongadiya,Waghai,Dang,Gujarat,"20.9158965,73.5387182",50,1,0,0,0,0,0,0
2024-07-04,2024,Bhongadiya,Waghai,Dang,Gujarat,"20.915891,73.5387175",50,1,0,0,0,0,0,0
2024-07-04,2024,Bhongadiya,Waghai,Dang,Gujarat,"20.9159084,73.538683",50,1,0,0,0,0,0,0
2024-07-10,2024,Bhongadiya,Waghai,Dang,Gujarat,"22.9967167,72.5169762",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.9151017,73.5406367",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.915195,73.53863",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.9153333,73.5386283",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.91573,73.5387017",50,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.9157033,73.5387667",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.9154717,73.539315",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.91548,73.5392667",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.91541,73.5392517",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.9157683,73.5386317",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.9154817,73.538755",50,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.9158367,73.5386283",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.915485,73.539155",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.9155217,73.53924",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.9156117,73.5386117",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.9155,73.5388867",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.9158167,73.5386583",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.9151883,73.53895",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.9156117,73.538775",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.915785,73.538525",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.915635,73.5387683",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.9153933,73.5385317",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.9153433,73.5389333",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.9147967,73.5413683",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.91542,73.5392483",30,0,0,0,0,0,0,0
2025-06-23,2025,Bhongadiya,Waghai,Dang,Gujarat,"20.9133183,73.5350383",30,0,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9245794,73.5339918",30,1,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.924755,73.5339583",50,0,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9181287,73.5357541",30,1,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9244951,73.5340759",50,1,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9245535,73.5339937",30,1,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.924552,73.533982",30,1,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9181578,73.5358096",30,1,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9181653,73.5357678",30,1,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.9230617,73.5337417",30,0,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9245565,73.5340099",50,1,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9245574,73.5339746",30,1,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.9180533,73.535865",30,0,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9181591,73.5357413",50,1,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.9182167,73.5358367",50,0,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9181501,73.5357761",50,1,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.918455,73.5357467",30,0,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9181601,73.5357785",20,1,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9181568,73.5357678",30,1,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.9186033,73.5359867",30,0,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9245789,73.5339826",50,1,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.9182667,73.5362467",30,0,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9181496,73.5357621",50,1,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.9220317,73.5347817",30,0,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9181558,73.5357832",50,1,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.9210733,73.53406",50,0,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9181487,73.5357697",50,1,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9181419,73.5357721",30,1,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.9175683,73.5350967",30,0,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9245579,73.5340035",20,1,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9246148,73.5340537",20,1,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9181623,73.5357634",20,1,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9245664,73.5339916",20,1,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.9187033,73.53547",40,0,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9181488,73.5357792",20,1,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9245513,73.5340068",20,1,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.918146,73.5357703",20,1,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9245538,73.5339803",20,1,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.9206067,73.5346833",50,0,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9181649,73.5357348",20,1,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.920625,73.5347083",30,0,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9246024,73.5339604",20,1,0,0,0,0,0,0
2024-07-04,2024,Kakarada,Waghai,Dang,Gujarat,"20.9245735,73.5339961",20,1,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.920295,73.5361667",30,0,0,0,0,0,0,0
2024-07-11,2024,Kakarada,Waghai,Dang,Gujarat,"20.9155678,73.5391714",40,1,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.9204133,73.534855",30,0,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.9184083,73.5354367",30,0,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.91904,73.5368533",30,0,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.918435,73.5356517",30,0,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.9176267,73.5355933",30,0,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.9187867,73.5356517",50,0,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.918175,73.535085",30,0,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.91862,73.5360383",30,0,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.9181183,73.535705",30,0,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.9184983,73.5358233",30,0,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.9171333,73.535445",50,0,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.9183117,73.5357967",50,0,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.9187417,73.5356467",30,0,0,0,0,0,0,0
2025-06-22,2025,Kakarada,Waghai,Dang,Gujarat,"20.9185983,73.535845",50,0,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.93423,73.5352447",50,1,0,0,0,0,0,0
2025-06-22,2025,Karadi,Waghai,Dang,Gujarat,"20.9324633,73.5345167",100,0,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9342619,73.5351968",50,1,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9342311,73.5351528",50,1,0,0,0,0,0,0
2025-06-22,2025,Karadi,Waghai,Dang,Gujarat,"20.9331417,73.5346083",50,0,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9342344,73.5351078",50,1,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9341587,73.5353311",50,1,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.934235,73.5351261",30,1,0,0,0,0,0,0
2025-06-22,2025,Karadi,Waghai,Dang,Gujarat,"20.9300933,73.5357683",50,0,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.934244,73.5351125",30,1,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9342092,73.5351793",30,1,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9342279,73.5351471",50,1,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9341903,73.5351854",50,1,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9342155,73.5351555",50,1,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9342312,73.5351067",30,1,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9342225,73.5351656",30,1,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9342155,73.5351125",50,1,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9342298,73.5351757",30,1,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9342344,73.5351814",30,1,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9342253,73.5351594",50,1,0,0,0,0,0,0
2025-06-22,2025,Karadi,Waghai,Dang,Gujarat,"20.9316217,73.5324033",30,0,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9341465,73.5351716",50,1,0,0,0,0,0,0
2025-06-22,2025,Karadi,Waghai,Dang,Gujarat,"20.9340917,73.5351183",50,0,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9342183,73.535158",30,1,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9341473,73.5352493",50,1,0,0,0,0,0,0
2025-06-22,2025,Karadi,Waghai,Dang,Gujarat,"20.934245,73.5353433",50,0,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9342281,73.5351585",50,1,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9342937,73.5350921",50,1,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9342266,73.5351683",30,1,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9342213,73.5351642",30,1,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9341591,73.5349731",50,1,0,0,0,0,0,0
2024-07-04,2024,Karadi,Waghai,Dang,Gujarat,"20.9342242,73.5350961",50,1,0,0,0,0,0,0
2025-06-22,2025,Karadi,Waghai,Dang,Gujarat,"20.9293483,73.5343833",50,0,0,0,0,0,0,0
2025-06-22,2025,Karadi,Waghai,Dang,Gujarat,"20.9324617,73.5355417",50,0,0,0,0,0,0,0
2025-06-22,2025,Karadi,Waghai,Dang,Gujarat,"20.9330067,73.5341217",50,0,0,0,0,0,0,0
2025-06-22,2025,Karadi,Waghai,Dang,Gujarat,"20.932645,73.5345833",50,0,0,0,0,0,0,0
2025-06-22,2025,Karadi,Waghai,Dang,Gujarat,"20.9331517,73.5346417",20,0,0,0,0,0,0,0
2025-06-22,2025,Karadi,Waghai,Dang,Gujarat,"20.933165,73.5349783",50,0,0,0,0,0,0,0
2025-06-22,2025,Karadi,Waghai,Dang,Gujarat,"20.930205,73.533695",50,0,0,0,0,0,0,0
2025-06-22,2025,Karadi,Waghai,Dang,Gujarat,"20.9303567,73.5339533",50,0,0,0,0,0,0,0
2025-06-22,2025,Karadi,Waghai,Dang,Gujarat,"20.9338533,73.535015",50,0,0,0,0,0,0,0
2025-06-22,2025,Karadi,Waghai,Dang,Gujarat,"20.9331017,73.5347517",50,0,0,0,0,0,0,0
2025-06-22,2025,Karadi,Waghai,Dang,Gujarat,"20.93126,73.5335867",50,0,0,0,0,0,0,0
2025-06-22,2025,Karadi,Waghai,Dang,Gujarat,"20.93323,73.53496",50,0,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8709215,73.5121898",50,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8696737,73.5111176",50,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8707244,73.511639",50,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8695401,73.5109821",50,1,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.8683967,73.5138783",30,0,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8697238,73.5110211",50,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8696505,73.510825",50,1,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.86973,73.50875",50,0,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8706983,73.512",50,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8696829,73.5111008",50,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8708004,73.5124382",50,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8681814,73.5167316",50,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8694894,73.51098",30,1,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.8665017,73.5216",30,0,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8695216,73.5110171",50,1,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.86899,73.51116",50,0,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8696065,73.5110607",30,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8697572,73.5111181",30,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8707104,73.5117128",50,1,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.87124,73.5117133",30,0,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8696315,73.5110655",30,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8721926,73.5121447",50,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8696208,73.5110685",50,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8697366,73.5112722",50,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8696151,73.510938",30,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8694868,73.5099003",30,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8696175,73.5109639",30,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8697352,73.5110084",50,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8694639,73.5109278",30,1,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.8680683,73.5180217",30,0,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8699776,73.510841",50,1,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.871585,73.512675",50,0,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.870202,73.511904",50,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8696044,73.5109707",50,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8704165,73.5112542",50,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8682118,73.5072734",50,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8695439,73.510989",50,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8697236,73.5109212",50,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8708855,73.5118159",50,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8712426,73.5116135",30,1,0,0,0,0,0,0
2024-06-30,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8696971,73.5109963",30,1,0,0,0,0,0,0
2024-07-01,2024,Koyalipada,Waghai,Dang,Gujarat,"20.8692967,73.5113233",22,0,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.87002,73.51082",30,0,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.87042,73.5105783",50,0,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.868755,73.51121",50,0,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.8696083,73.5113783",50,0,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.8697483,73.51173",50,0,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.8693083,73.5105667",50,0,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.8713067,73.5116983",50,0,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.8703583,73.512215",50,0,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.8661583,73.5131",50,0,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.8638467,73.5135583",50,0,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.86996,73.5132217",30,0,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.8716183,73.5126633",50,0,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.8696633,73.5135883",30,0,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.8685817,73.5150933",30,0,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.86792,73.5178533",50,0,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.8701417,73.5118967",50,0,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.8700617,73.5119033",30,0,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.8693883,73.5111917",30,0,0,0,0,0,0,0
2025-06-21,2025,Koyalipada,Waghai,Dang,Gujarat,"20.868,73.5068783",50,0,0,0,0,0,0,0
2024-06-25,2024,Bhujad,Waghai,Dang,Gujarat,"20.93981,73.564915",50,1,0,0,0,0,0,0
2025-06-11,2025,Bhujad,Waghai,Dang,Gujarat,"20.939845,73.5647767",50,1,1,0,0,0,0,0
