Date,Year,Village,Block,District,State,Location,Mango (કેરી),Lemon (લીંબુ),Chiku (ચીકુ),Guava (જમરૂખ),Saag (સાગ),Aamala (આમળાં),Mahuda (મહુડો),Neem (લીમડો)
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.160938,73.6341355",10,2,1,2,0,0,0,0
2025-06-17,2025,Anandpur,Uchchhal,Tapi,Gujarat,"21.1759783,73.6202983",150,0,0,0,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1756911,73.6207015",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1757222,73.6207071",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1609789,73.6350775",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1756965,73.620691",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1608075,73.6343136",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1757535,73.6207128",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1757308,73.6206753",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1757642,73.6207066",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1609575,73.6343591",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1757971,73.6207119",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1756953,73.6206979",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1756939,73.6206894",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1646224,73.6390648",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1756965,73.6207034",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.164339,73.6384259",10,2,1,2,0,0,0,0
2024-07-11,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1758272,73.6206142",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1756872,73.6207051",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1757268,73.6207075",10,2,1,2,0,0,0,0
2025-06-17,2025,Anandpur,Uchchhal,Tapi,Gujarat,"21.1793783,73.61891",20,0,0,0,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.17574,73.6207065",10,2,1,2,0,0,0,0
2024-07-11,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.173108,73.6180219",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1757678,73.6207063",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1757231,73.6207065",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1757143,73.6206583",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1757838,73.6207106",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1757232,73.6207049",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1757419,73.6207289",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.175692,73.6206849",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1757856,73.6207144",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1756918,73.6206941",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.175692,73.6206915",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1642248,73.6384846",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.175672,73.6207206",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1589767,73.6388551",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1589832,73.6388561",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1609236,73.6351134",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1642096,73.6384699",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1756914,73.6206819",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1642438,73.638476",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.175732,73.6207079",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1757686,73.6207085",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1756944,73.6206958",10,2,1,2,0,0,0,0
2024-07-10,2024,Anandpur,Uchchhal,Tapi,Gujarat,"21.1642675,73.6388753",10,2,1,2,0,0,0,0
2025-06-17,2025,Anandpur,Uchchhal,Tapi,Gujarat,"21.1761933,73.620975",30,0,0,0,0,0,0,0
2025-06-17,2025,Anandpur,Uchchhal,Tapi,Gujarat,"21.1788633,73.6198583",20,0,0,0,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1773156,73.6214884",10,2,1,2,0,0,0,0
2025-06-17,2025,Parchuli,Uchchhal,Tapi,Gujarat,"21.1762583,73.6202033",10,0,0,0,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1773757,73.6214694",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1757819,73.6206186",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.176335,73.6215508",10,2,1,2,0,0,0,0
2025-06-17,2025,Parchuli,Uchchhal,Tapi,Gujarat,"21.1755767,73.6206017",10,0,0,0,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1767514,73.6175518",10,2,1,2,0,0,0,0
2025-06-17,2025,Parchuli,Uchchhal,Tapi,Gujarat,"21.1829033,73.6137467",20,0,0,0,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1761543,73.6213766",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1761497,73.6213783",10,2,1,2,0,0,0,0
2025-06-17,2025,Parchuli,Uchchhal,Tapi,Gujarat,"21.1770583,73.6201983",10,0,0,0,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1760286,73.6218509",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1761076,73.6216025",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1759871,73.6219182",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1759703,73.6218995",10,2,1,2,0,0,0,0
2025-06-17,2025,Parchuli,Uchchhal,Tapi,Gujarat,"21.1759183,73.6206267",10,0,0,0,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1759949,73.6211809",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.17605,73.6214889",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1757391,73.620702",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.176335,73.6215508",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1828152,73.6146764",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1827754,73.614691",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1773848,73.6215022",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1773489,73.6214554",10,2,1,2,0,0,0,0
2025-06-17,2025,Parchuli,Uchchhal,Tapi,Gujarat,"21.1759783,73.6202983",30,0,0,0,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1768451,73.6214971",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1757144,73.6206662",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1767841,73.6211425",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1768485,73.6211999",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1767448,73.6211876",10,2,1,2,0,0,0,0
2025-06-17,2025,Parchuli,Uchchhal,Tapi,Gujarat,"21.1758933,73.6208917",30,0,0,0,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1757324,73.6207146",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1812414,73.6148884",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1773549,73.6214722",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1762058,73.6221366",10,2,1,2,0,0,0,0
2025-06-17,2025,Parchuli,Uchchhal,Tapi,Gujarat,"21.1767483,73.6204017",10,0,0,0,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1773473,73.6213676",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1773848,73.6215022",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1771473,73.6213358",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1773658,73.6214604",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1755091,73.6206586",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1773567,73.6214662",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1773567,73.6214662",10,2,1,2,0,0,0,0
2025-06-17,2025,Parchuli,Uchchhal,Tapi,Gujarat,"21.1763267,73.6201483",5,0,0,0,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1760595,73.6216709",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1756745,73.6207212",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1764868,73.6211979",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1773848,73.6215022",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.175988,73.6188057",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1773757,73.6214694",10,2,1,2,0,0,0,0
2025-06-17,2025,Parchuli,Uchchhal,Tapi,Gujarat,"21.17694,73.6204633",50,0,0,0,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1757288,73.6207185",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1773658,73.6214604",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1759086,73.6203638",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1758955,73.6208647",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1773473,73.6213676",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1764446,73.6220467",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1759949,73.6211809",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1773158,73.6214885",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1773647,73.6214539",10,2,1,2,0,0,0,0
2025-06-17,2025,Parchuli,Uchchhal,Tapi,Gujarat,"21.17662,73.6205183",20,0,0,0,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1767706,73.6212356",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1787188,73.6155238",10,2,1,2,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1757248,73.6207248",10,2,1,2,0,0,0,0
2025-06-17,2025,Parchuli,Uchchhal,Tapi,Gujarat,"21.1758617,73.6202767",10,0,0,0,0,0,0,0
2024-07-09,2024,Parchuli,Uchchhal,Tapi,Gujarat,"21.1768173,73.6211943",10,2,1,2,0,0,0,0
2025-06-17,2025,Parchuli,Uchchhal,Tapi,Gujarat,"21.1829033,73.6137467",20,0,0,0,0,0,0,0
2025-06-17,2025,Parchuli,Uchchhal,Tapi,Gujarat,"21.176355,73.6205317",10,0,0,0,0,0,0,0
2025-06-17,2025,Parchuli,Uchchhal,Tapi,Gujarat,"21.1760533,73.6192517",200,0,0,0,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2159971,73.7825804",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.216015,73.7826017",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2160034,73.7825067",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.21601,73.7825982",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2160599,73.7824834",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.216025,73.7825117",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2164565,73.7776964",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.216005,73.7825718",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2160583,73.7825283",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2160532,73.7825001",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2160217,73.7824883",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2160318,73.7824982",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2160183,73.7825416",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2160667,73.7824867",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2160182,73.7825316",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2160417,73.7825033",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2164717,73.7776983",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2160368,73.7825018",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2164878,73.7776947",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.216055,73.7825049",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2160333,73.7825967",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2160033,73.7825768",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2160317,73.7825333",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2160333,73.782535",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.21603,73.7825149",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2160249,73.7825082",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2164683,73.7776933",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.216035,73.7826133",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2160301,73.7825249",10,1,1,1,0,0,0,0
2024-07-08,2024,Juni Kachali,Uchchhal,Tapi,Gujarat,"21.2160267,73.7825083",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1924994,73.6198234",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1924995,73.6198352",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1925002,73.619823",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1924959,73.6198245",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1924962,73.6198227",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1924829,73.6198618",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1794679,73.6275294",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1914521,73.6199538",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1924553,73.6198482",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.192507,73.6198909",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1794684,73.6275441",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1794129,73.6276848",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1793798,73.6275488",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1924689,73.6198096",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1794691,73.6275283",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1925132,73.619869",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1795682,73.6276849",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1924746,73.619816",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1757566,73.620769",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1925093,73.6198175",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.179468,73.627534",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1759214,73.6207188",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1794622,73.6275239",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1794663,73.6275317",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1794728,73.6275212",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1924924,73.6198325",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1758615,73.620822",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1762345,73.6237748",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1924685,73.6198139",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1924634,73.6198554",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1794675,73.6275278",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1793855,73.6275323",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1764343,73.6254374",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1794655,73.6275271",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1794664,73.6275263",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1795387,73.6274314",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1794664,73.6275321",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1759057,73.6207982",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1793945,73.6276085",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1793803,73.6275488",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1793803,73.6275488",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1794706,73.6275286",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1794691,73.6275258",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1785016,73.6275105",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.17591,73.6208066",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1758965,73.6208088",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1785016,73.6275105",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1793984,73.627526",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.175958,73.6207813",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1760312,73.6213344",10,1,1,1,0,0,0,0
2024-07-11,2024,Navi Thuti,Uchchhal,Tapi,Gujarat,"21.1761632,73.6227406",10,1,1,1,0,0,0,0
2024-07-10,2024,Dhaj,Uchchhal,Tapi,Gujarat,"21.1699333,73.73606",10,1,1,1,0,0,0,0
2024-07-10,2024,Dhaj,Uchchhal,Tapi,Gujarat,"21.1700133,73.7359683",10,1,1,1,0,0,0,0
2024-07-10,2024,Dhaj,Uchchhal,Tapi,Gujarat,"21.169835,73.7360617",10,1,1,1,0,0,0,0
2024-07-10,2024,Dhaj,Uchchhal,Tapi,Gujarat,"21.1698683,73.736165",10,1,1,1,0,0,0,0
2024-07-10,2024,Dhaj,Uchchhal,Tapi,Gujarat,"21.1699333,73.7360567",10,1,1,1,0,0,0,0
2024-07-10,2024,Dhaj,Uchchhal,Tapi,Gujarat,"21.1699333,73.7360117",10,1,1,1,0,0,0,0
2024-07-10,2024,Dhaj,Uchchhal,Tapi,Gujarat,"21.16996,73.736105",10,1,1,1,0,0,0,0
2024-07-10,2024,Dhaj,Uchchhal,Tapi,Gujarat,"21.17,73.736035",10,1,1,1,0,0,0,0
2024-07-10,2024,Dhaj,Uchchhal,Tapi,Gujarat,"21.1698967,73.736185",10,1,1,1,0,0,0,0
2024-07-10,2024,Dhaj,Uchchhal,Tapi,Gujarat,"21.1699317,73.7362067",10,1,1,1,0,0,0,0
2024-07-10,2024,Dhaj,Uchchhal,Tapi,Gujarat,"21.169815,73.736155",10,1,1,1,0,0,0,0
2024-07-10,2024,Dhaj,Uchchhal,Tapi,Gujarat,"21.1698517,73.73597",10,1,1,1,0,0,0,0
2024-07-10,2024,Dhaj,Uchchhal,Tapi,Gujarat,"21.1699017,73.7359317",10,1,1,1,0,0,0,0
2024-07-10,2024,Dhaj,Uchchhal,Tapi,Gujarat,"21.16987,73.736165",10,1,1,1,0,0,0,0
2024-07-10,2024,Dhaj,Uchchhal,Tapi,Gujarat,"21.1699367,73.735925",10,1,1,1,0,0,0,0
2024-07-10,2024,Dhaj,Uchchhal,Tapi,Gujarat,"21.1699,73.7360817",10,1,1,1,0,0,0,0
2024-07-10,2024,Dhaj,Uchchhal,Tapi,Gujarat,"21.1698833,73.736175",10,1,1,1,0,0,0,0
2024-07-10,2024,Dhaj,Uchchhal,Tapi,Gujarat,"21.1698,73.736255",10,1,1,1,0,0,0,0
2024-07-10,2024,Dhaj,Uchchhal,Tapi,Gujarat,"21.1698533,73.7361433",10,1,1,1,0,0,0,0
2024-07-10,2024,Dhaj,Uchchhal,Tapi,Gujarat,"21.169795,73.736245",10,1,1,1,0,0,0,0
2024-07-10,2024,Dhaj,Uchchhal,Tapi,Gujarat,"21.1698483,73.7359433",10,1,1,1,0,0,0,0
